word,phones,n_phonemes,n_sibilants,sibilant_density,log_freq
tang,T AE NG,3,0,0.0,2.060697840353612
tango,T AE NG G OW,5,0,0.0,2.439332693830263
tank,T AE NG K,4,0,0.0,3.116275587580544
tanker,T AE NG K ER,5,0,0.0,2.0043213737826426
tap,T AE P,3,0,0.0,2.8767949762007006
tape,T EY P,3,0,0.0,3.545554507234065
taps,T AE P S,4,1,0.25,2.1172712956557644
tarmac,T AA R M AE K,6,0,0.0,1.3617278360175928
tarp,T AA R P,4,0,0.0,1.7075701760979363
tarry,T EH R IY,4,0,0.0,1.380211241711606
tartar,T AA R T ER,5,0,0.0,1.8864907251724818
tawny,T AA N IY,4,0,0.0,1.5314789170422551
taxi,T AE K S IY,5,1,0.2,3.1202447955463652
taxicab,T AE K S IY K AE B,8,1,0.125,1.6532125137753437
teaspoon,T IY S P UW N,6,1,0.16666666666666666,1.3979400086720377
tee,T IY,2,0,0.0,2.0453229787866576
teeming,T IY M IH NG,5,0,0.0,1.5314789170422551
teen,T IY N,3,0,0.0,2.322219294733919
teenager,T IY N EY JH ER,6,1,0.16666666666666666,2.546542663478131
teensy,T IY N S IY,5,1,0.2,1.3979400086720377
teeth,T IY TH,3,0,0.0,3.387567779417189
telegram,T EH L AH G R AE M,8,0,0.0,2.673941998634088
telegraph,T EH L AH G R AE F,8,0,0.0,2.225309281725863
telemetry,T AH L EH M AH T R IY,9,0,0.0,1.568201724066995
teletype,T EH L AH T AY P,7,0,0.0,1.5314789170422551
tell,T EH L,3,0,0.0,4.94423584379348
teller,T EH L ER,4,0,0.0,2.12057393120585
temp,T EH M P,4,0,0.0,2.1903316981702914
temperament,T EH M P R AH M AH N T,10,0,0.0,1.7781512503836436
temperance,T EH M P ER AH N S,8,1,0.125,1.6127838567197355
template,T EH M P L AH T,7,0,0.0,1.3424226808222062
temple,T EH M P AH L,6,0,0.0,2.9523080096621253
temporal,T EH M P ER AH L,7,0,0.0,1.845098040014257
ten,T EH N,3,0,0.0,3.8689969024871353
tenant,T EH N AH N T,6,0,0.0,2.1931245983544616
tend,T EH N D,4,0,0.0,2.7972675408307164
tendency,T EH N D AH N S IY,8,1,0.125,2.143014800254095
tendon,T EH N D AH N,6,0,0.0,1.4771212547196624
tenement,T EH N AH M AH N T,8,0,0.0,1.5563025007672873
tennis,T EH N AH S,5,1,0.2,2.842609239610562
tenor,T EH N ER,4,0,0.0,1.9030899869919435
tentative,T EH N T AH T IH V,8,0,0.0,1.414973347970818
tenure,T EH N Y ER,5,0,0.0,1.9590413923210936
terrace,T EH R AH S,5,1,0.2,2.2405492482826
territory,T EH R IH T AO R IY,8,0,0.0,2.8744818176994666
testament,T EH S T AH M AH N T,9,1,0.1111111111111111,2.0827853703164503
testimony,T EH S T AH M OW N IY,9,1,0.1111111111111111,2.8767949762007006
textbook,T EH K S T B UH K,8,1,0.125,2.0530784434834195
textile,T EH K S T AY L,7,1,0.14285714285714285,1.414973347970818
thatch,TH AE CH,3,1,0.3333333333333333,1.591064607026499
thaw,TH AO,2,0,0.0,1.9138138523837167
theme,TH IY M,3,0,0.0,2.851869600729766
theology,TH IY AA L AH JH IY,7,1,0.14285714285714285,1.568201724066995
theoretical,TH IY ER EH T IH K AH L,9,0,0.0,1.9822712330395684
therapy,TH EH R AH P IY,6,0,0.0,2.975431808509263
thermal,TH ER M AH L,5,0,0.0,2.0530784434834195
thermometer,TH ER M AA M AH T ER,8,0,0.0,2.0530784434834195
thermostat,TH ER M AH S T AE T,8,1,0.125,1.7708520116421442
thesis,TH IY S AH S,5,2,0.4,2.2430380486862944
thick,TH IH K,3,0,0.0,2.8536982117761744
thickness,TH IH K N AH S,6,1,0.16666666666666666,1.4313637641589874
thingy,TH IH NG IY,4,0,0.0,2.167317334748176
third,TH ER D,3,0,0.0,3.5800121125294244
thirteen,TH ER T IY N,5,0,0.0,2.429752280002408
thirty,TH ER D IY,4,0,0.0,2.9429995933660407
thistle,TH IH S AH L,5,1,0.2,1.380211241711606
thoroughfare,TH ER OW F EH R,6,0,0.0,1.6812412373755872
thread,TH R EH D,4,0,0.0,2.4216039268698313
three,TH R IY,3,0,0.0,4.4417736628051845
throat,TH R OW T,4,0,0.0,3.2643455070500926
thrower,TH R OW ER,4,0,0.0,1.3979400086720377
thumper,TH AH M P ER,5,0,0.0,1.8512583487190752
ticket,T IH K AH T,5,0,0.0,3.3664229572259727
tie,T AY,2,0,0.0,3.3554515201265174
tier,T IY R,3,0,0.0,1.7403626894942439
tightrope,T AY T R OW P,6,0,0.0,1.3979400086720377
tile,T AY L,3,0,0.0,2.037426497940624
timber,T IH M B ER,5,0,0.0,2.1072099696478683
timer,T AY M ER,4,0,0.0,2.505149978319906
timetable,T AY M T EY B AH L,8,0,0.0,1.919078092376074
tin,T IH N,3,0,0.0,2.645422269349092
tipper,T IH P ER,4,0,0.0,1.5440680443502757
tipster,T IH P S T ER,6,1,0.16666666666666666,1.505149978319906
tiptoe,T IH P T OW,5,0,0.0,1.662757831681574
tire,T AY ER,3,0,0.0,2.800717078282385
tireless,T AY ER L AH S,6,1,0.16666666666666666,1.5440680443502757
tissue,T IH S Y UW,5,1,0.2,2.738780558484369
titanium,T AY T EY N IY AH M,8,0,0.0,1.9084850188786497
toe,T OW,2,0,0.0,2.8115750058705933
toga,T OW G AH,4,0,0.0,1.6812412373755872
tolerable,T AA L ER AH B AH L,8,0,0.0,1.380211241711606
ton,T AH N,3,0,0.0,2.583198773968623
tone,T OW N,3,0,0.0,2.935003151453655
toner,T OW N ER,4,0,0.0,1.6532125137753437
tongs,T AA NG Z,4,1,0.25,1.6127838567197355
tool,T UW L,3,0,0.0,2.739572344450092
toolbox,T UW L B AO K S,7,1,0.14285714285714285,1.8129133566428555
toot,T UW T,3,0,0.0,1.9084850188786497
tooth,T UW TH,3,0,0.0,2.8407332346118066
toothpaste,T UW TH P EY S T,7,1,0.14285714285714285,2.2068258760318495
toothpick,T UW TH P IH K,6,0,0.0,1.724275869600789
topic,T AA P IH K,5,0,0.0,2.4345689040341987
topical,T AA P AH K AH L,7,0,0.0,1.4313637641589874
topple,T AA P AH L,5,0,0.0,1.5185139398778875
torso,T AO R S OW,5,1,0.2,1.9777236052888478
toss,T AO S,3,1,0.3333333333333333,2.801403710017355
total,T OW T AH L,5,0,0.0,3.2835273648616936
tote,T OW T,3,0,0.0,1.7481880270062005
toughen,T AH F AH N,5,0,0.0,1.4913616938342726
tourism,T UH R IH Z AH M,7,1,0.14285714285714285,1.5314789170422551
tow,T OW,2,0,0.0,2.4712917110589387
tower,T AW ER,3,0,0.0,3.0666985504229953
township,T AW N SH IH P,6,1,0.16666666666666666,1.414973347970818
trace,T R EY S,4,1,0.25,2.99563519459755
traceable,T R EY S AH B AH L,8,1,0.125,1.3979400086720377
tracer,T R EY S ER,5,1,0.2,1.9395192526186185
trachea,T R EY K IY AH,6,0,0.0,1.5563025007672873
traction,T R AE K SH AH N,7,1,0.14285714285714285,1.9867717342662448
tractor,T R AE K T ER,6,0,0.0,2.2810333672477277
trademark,T R EY D M AA R K,8,0,0.0,1.8808135922807914
trader,T R EY D ER,5,0,0.0,1.9084850188786497
trainee,T R EY N IY,5,0,0.0,1.8388490907372552
trainer,T R EY N ER,5,0,0.0,2.45484486000851
training,T R EY N IH NG,6,0,0.0,3.253580289562183
trait,T R EY T,4,0,0.0,1.7481880270062005
trajectory,T R AH JH EH K T ER IY,9,1,0.1111111111111111,1.9777236052888478
tram,T R AE M,4,0,0.0,1.8512583487190752
trance,T R AE N S,5,1,0.2,2.429752280002408
tranquilizer,T R AE NG K W AH L AY Z ER,11,1,0.09090909090909091,1.968482948553935
transaction,T R AE N Z AE K SH AH N,10,2,0.2,2.1789769472931693
transcendent,T R AE N S EH N D AH N T,11,1,0.09090909090909091,1.3424226808222062
transcript,T R AE N S K R IH P T,10,1,0.1,2.8488047010518036
transcription,T R AE N S K R IH P SH AH N,12,2,0.16666666666666666,1.5314789170422551
transfer,T R AE N S F ER,7,1,0.14285714285714285,3.020775488193558
transfusion,T R AE N S F Y UW ZH AH N,11,2,0.18181818181818182,1.8976270912904414
transistor,T R AE N Z IH S T ER,9,2,0.2222222222222222,1.4913616938342726
transit,T R AE N Z IH T,7,1,0.14285714285714285,2.2121876044039577
transition,T R AE N Z IH SH AH N,9,2,0.2222222222222222,2.2041199826559246
translator,T R AE N S L EY T ER,9,1,0.1111111111111111,2.0644579892269186
transmission,T R AE N S M IH SH AH N,10,2,0.2,2.639486489268586
transmitter,T R AE N S M IH T ER,9,1,0.1111111111111111,2.3138672203691533
transparent,T R AE N S P EH R AH N T,11,1,0.09090909090909091,1.968482948553935
transponder,T R AE N S P AA N D ER,10,1,0.1,1.8573324964312685
transporter,T R AE N S P AO R T ER,10,1,0.1,1.919078092376074
traverse,T R AE V ER S,6,1,0.16666666666666666,1.5797835966168101
tray,T R EY,3,0,0.0,2.6138418218760693
tread,T R EH D,4,0,0.0,2.0681858617461617
treadmill,T R EH D M IH L,7,0,0.0,1.6334684555795864
treatment,T R IY T M AH N T,8,0,0.0,2.993876914941211
treaty,T R IY T IY,5,0,0.0,2.380211241711606
trend,T R EH N D,5,0,0.0,2.0293837776852097
trendy,T R EH N D IY,6,0,0.0,1.6532125137753437
triangle,T R AY AE NG G AH L,8,0,0.0,2.3404441148401185
triathlon,T R AY AE TH L AH N,8,0,0.0,1.3617278360175928
tribunal,T R AH B Y UW N AH L,9,0,0.0,1.7481880270062005
tribune,T R IH B Y UW N,7,0,0.0,2.0170333392987803
trident,T R AY D AH N T,7,0,0.0,1.3979400086720377
trifle,T R AY F AH L,6,0,0.0,2.03342375548695
trig,T R IH G,4,0,0.0,1.6020599913279623
trilogy,T R IH L AH JH IY,7,1,0.14285714285714285,1.5185139398778875
trim,T R IH M,4,0,0.0,2.3404441148401185
triplicate,T R IH P L IH K AH T,9,0,0.0,1.591064607026499
tripod,T R AY P AA D,6,0,0.0,1.6720978579357175
trombone,T R AA M B OW N,7,0,0.0,1.8195439355418688
troupe,T R UW P,4,0,0.0,1.9590413923210936
trousers,T R AW Z ER Z,6,2,0.3333333333333333,2.4216039268698313
truck,T R AH K,4,0,0.0,3.570192561095726
trucker,T R AH K ER,5,0,0.0,1.792391689498254
trunk,T R AH NG K,5,0,0.0,3.004751155591001
tubing,T UW B IH NG,5,0,0.0,1.5563025007672873
tuck,T AH K,3,0,0.0,2.60959440922522
tuna,T UW N AH,4,0,0.0,2.611723308007342
turf,T ER F,3,0,0.0,2.3404441148401185
turn,T ER N,3,0,0.0,4.193986763085695
turnip,T ER N AH P,5,0,0.0,1.9493900066449128
turnout,T ER N AW T,5,0,0.0,1.9294189257142926
turnover,T ER N OW V ER,6,0,0.0,1.4913616938342726
turnpike,T ER N P AY K,6,0,0.0,1.6812412373755872
turtleneck,T ER T AH L N EH K,8,0,0.0,1.6334684555795864
tv,T IY V IY,4,0,0.0,3.716003343634799
tweet,T W IY T,4,0,0.0,1.6434526764861874
twelve,T W EH L V,5,0,0.0,2.9827233876685453
twig,T W IH G,4,0,0.0,1.845098040014257
twine,T W AY N,4,0,0.0,1.4771212547196624
twist,T W IH S T,5,1,0.2,2.808885867359812
tycoon,T AY K UW N,5,0,0.0,1.724275869600789
typewriter,T AY P R AY T ER,7,0,0.0,2.2095150145426308
typical,T IH P AH K AH L,7,0,0.0,2.808210972924222
typist,T AY P IH S T,6,1,0.16666666666666666,1.6334684555795864
ubiquitous,Y UW B IH K W IH T AH S,10,1,0.1,1.380211241711606
umpteen,AH M P T IY N,6,0,0.0,0.6989700043360189
unaffected,AH N AH F EH K T IH D,9,0,0.0,1.3617278360175928
unattached,AH N AH T AE CH T,7,1,0.14285714285714285,1.462397997898956
unbridled,AH N B R AY D AH L D,9,0,0.0,1.4913616938342726
unchanged,AH N CH EY N JH D,7,2,0.2857142857142857,1.568201724066995
uncommon,AH N K AA M AH N,7,0,0.0,2.0453229787866576
unconfirmed,AH N K AH N F ER M D,9,0,0.0,1.5185139398778875
uncover,AH N K AH V ER,6,0,0.0,1.99563519459755
uncut,AH N K AH T,5,0,0.0,1.6127838567197355
undeniable,AH N D IH N AY AH B AH L,10,0,0.0,1.6989700043360187
undergraduate,AH N D ER G R AE JH AH W AH T,12,1,0.08333333333333333,1.3617278360175928
underground,AH N D ER G R AW N D,9,0,0.0,2.788168371141168
undersecretary,AH N D ER S EH K R IH T EH R IY,13,1,0.07692307692307693,1.3617278360175928
understudy,AH N D ER S T AH D IY,9,1,0.1111111111111111,1.99563519459755
undertaking,AH N D ER T EY K IH NG,9,0,0.0,1.6127838567197355
underwear,AH N D ER W EH R,7,0,0.0,3.0437551269686796
undetectable,AH N D IH T EH K T AH B AH L,12,0,0.0,1.4771212547196624
undetected,AH N D IH T EH K T IH D,10,0,0.0,1.7634279935629373
undo,AH N D UW,4,0,0.0,2.3502480183341627
uneventful,AH N IY V EH N T F AH L,10,0,0.0,1.6127838567197355
unexplainable,AH N IH K S P L EY N AH B AH L,13,1,0.07692307692307693,1.5563025007672873
unforeseen,AH N F AO R S IY N,8,1,0.125,1.4771212547196624
unhook,AH N HH UH K,5,0,0.0,1.6532125137753437
uninhabited,AH N IH N HH AE B AH T IH D,11,0,0.0,1.3979400086720377
unintentional,AH N IH N T EH N SH AH N AH L,12,1,0.08333333333333333,1.3424226808222062
uninterrupted,AH N IH N T ER AH P T IH D,11,0,0.0,1.4471580313422192
unit,Y UW N AH T,5,0,0.0,3.266231696689893
unload,AH N L OW D,5,0,0.0,2.3729120029701067
unmanned,AH N M AE N D,6,0,0.0,1.4771212547196624
unmarked,AH N M AA R K T,7,0,0.0,1.8512583487190752
unmitigated,AH N M IH T AH G EY T IH D,11,0,0.0,1.414973347970818
unnecessary,AH N N EH S AH S EH R IY,10,2,0.2,2.5010592622177517
unorthodox,AH N AO R TH AH D AA K S,10,1,0.1,1.863322860120456
unpack,AH N P AE K,5,0,0.0,2.220108088040055
unparalleled,AH N P EH R AH L EH L D,10,0,0.0,1.4771212547196624
unplug,AH N P L AH G,6,0,0.0,1.6532125137753437
unprecedented,AH N P R EH S IH D EH N T IH D,13,1,0.07692307692307693,1.9084850188786497
unprovoked,AH N P R AH V OW K T,9,0,0.0,1.3979400086720377
unquote,AH N K W OW T,6,0,0.0,1.6020599913279623
unrelated,AH N R IH L EY T IH D,9,0,0.0,1.7403626894942439
unsound,AH N S AW N D,6,1,0.16666666666666666,1.380211241711606
untie,AH N T AY,4,0,0.0,2.423245873936808
untouched,AH N T AH CH T,6,1,0.16666666666666666,1.724275869600789
untraceable,AH N T R EY S AH B AH L,10,1,0.1,1.7781512503836436
unturned,AH N T ER N D,6,0,0.0,1.3617278360175928
unused,AH N Y UW Z D,6,1,0.16666666666666666,1.5185139398778875
unwrap,AH N R AE P,5,0,0.0,1.414973347970818
unzip,AH N Z IH P,5,1,0.2,1.6334684555795864
uphold,AH P HH OW L D,6,0,0.0,2.093421685162235
upholstery,AH P OW L S T ER IY,8,1,0.125,1.7781512503836436
upkeep,AH P K IY P,5,0,0.0,1.4313637641589874
upright,AH P R AY T,5,0,0.0,2.1903316981702914
upscale,AH P S K EY L,6,1,0.16666666666666666,1.462397997898956
upstart,AH P S T AA R T,7,1,0.14285714285714285,1.3424226808222062
urban,ER B AH N,4,0,0.0,2.376576957056512
urchin,ER CH AH N,4,1,0.25,1.3617278360175928
usage,Y UW S AH JH,5,2,0.4,1.4313637641589874
use,Y UW S,3,1,0.3333333333333333,4.243955301978741
usher,AH SH ER,3,1,0.3333333333333333,2.0863598306747484
usual,Y UW ZH AH W AH L,7,1,0.14285714285714285,3.278753600952829
utility,Y UW T IH L AH T IY,8,0,0.0,2.060697840353612
utilize,Y UW T AH L AY Z,7,1,0.14285714285714285,1.662757831681574
utter,AH T ER,3,0,0.0,2.41161970596323
vacancy,V EY K AH N S IY,7,1,0.14285714285714285,1.662757831681574
vacant,V EY K AH N T,6,0,0.0,2.1335389083702174
vale,V EY L,3,0,0.0,1.8808135922807914
valet,V AE L EY,4,0,0.0,2.4216039268698313
validity,V AH L IH D AH T IY,8,0,0.0,1.4913616938342726
valium,V EY L IY AH M,6,0,0.0,2.146128035678238
valve,V AE L V,4,0,0.0,2.3944516808262164
vanguard,V AE N G AA R D,7,0,0.0,1.4313637641589874
vapor,V EY P ER,4,0,0.0,1.505149978319906
variable,V EH R IY AH B AH L,8,0,0.0,1.6020599913279623
varnish,V AA R N IH SH,6,1,0.16666666666666666,1.3424226808222062
varsity,V AA R S IH T IY,7,1,0.14285714285714285,1.954242509439325
vary,V EH R IY,4,0,0.0,1.6812412373755872
vassal,V AE S AH L,5,1,0.2,1.591064607026499
vat,V AE T,3,0,0.0,1.8864907251724818
veal,V IY L,3,0,0.0,2.2600713879850747
vector,V EH K T ER,5,0,0.0,1.8976270912904414
veer,V IH R,3,0,0.0,1.7481880270062005
vegetarian,V EH JH AH T EH R IY AH N,10,1,0.1,2.307496037913213
veil,V EY L,3,0,0.0,2.1818435879447726
vein,V EY N,3,0,0.0,2.2648178230095364
vendor,V EH N D ER,5,0,0.0,1.8195439355418688
veneer,V AH N IH R,5,0,0.0,1.662757831681574
venison,V EH N AH S AH N,7,1,0.14285714285714285,1.505149978319906
vent,V EH N T,4,0,0.0,2.3541084391474008
venue,V EH N Y UW,5,0,0.0,1.8692317197309762
verb,V ER B,3,0,0.0,1.7403626894942439
verbal,V ER B AH L,5,0,0.0,2.1760912590556813
verification,V EH R AH F AH K EY SH AH N,11,1,0.09090909090909091,1.6720978579357175
verify,V EH R AH F AY,6,0,0.0,2.3961993470957363
veritable,V EH R IH T AH B AH L,9,0,0.0,1.7075701760979363
vermouth,V ER M UW TH,5,0,0.0,1.7075701760979363
vernacular,V ER N AE K Y AH L ER,9,0,0.0,1.414973347970818
version,V ER ZH AH N,5,1,0.2,2.9185545305502734
vertebra,V ER T AH B R AH,7,0,0.0,1.505149978319906
vertical,V ER T IH K AH L,7,0,0.0,2.1522883443830563
vessel,V EH S AH L,5,1,0.2,2.6794278966121188
vet,V EH T,3,0,0.0,2.4727564493172123
veto,V IY T OW,4,0,0.0,1.6720978579357175
vial,V AY AH L,4,0,0.0,1.8260748027008264
vicar,V IH K ER,4,0,0.0,1.8808135922807914
vicinity,V AH S IH N AH T IY,8,1,0.125,2.187520720836463
vigil,V IH JH AH L,5,1,0.2,1.6532125137753437
vinegar,V IH N AH G ER,6,0,0.0,1.9395192526186185
vinyl,V AY N AH L,5,0,0.0,1.806179973983887
visitation,V IH Z AH T EY SH AH N,9,2,0.2222222222222222,1.9138138523837167
visitor,V IH Z AH T ER,6,1,0.16666666666666666,2.6503075231319366
visor,V AY Z ER,4,1,0.25,1.4913616938342726
viva,V IY V AH,4,0,0.0,2.2041199826559246
vocabulary,V OW K AE B Y AH L EH R IY,11,0,0.0,2.0791812460476247
voicemail,V OY S M EY L,6,1,0.16666666666666666,1.724275869600789
void,V OY D,3,0,0.0,2.322219294733919
volley,V AA L IY,4,0,0.0,1.3979400086720377
vowel,V AW AH L,4,0,0.0,1.568201724066995
waddle,W AA D AH L,5,0,0.0,1.380211241711606
wagon,W AE G AH N,5,0,0.0,2.957607287060095
waist,W EY S T,4,1,0.25,2.419955748489758
wait,W EY T,3,0,0.0,4.626791880983212
waiter,W EY T ER,4,0,0.0,2.82865989653532
waitress,W EY T R AH S,6,1,0.16666666666666666,2.7701152947871015
wall,W AO L,3,0,0.0,3.557025722386383
wallpaper,W AO L P EY P ER,7,0,0.0,2.2355284469075487
wand,W AA N D,4,0,0.0,2.1986570869544226
wanton,W AO N T AH N,6,0,0.0,1.6334684555795864
warped,W AO R P T,5,0,0.0,1.9242792860618816
warranty,W AO R AH N T IY,7,0,0.0,1.6334684555795864
washer,W AA SH ER,4,1,0.25,2.0211892990699383
washroom,W AA SH R UW M,6,1,0.16666666666666666,1.9395192526186185
wastebasket,W EY S T B AE S K AH T,10,2,0.2,1.5185139398778875
watch,W AA CH,3,1,0.3333333333333333,4.226135722473645
watchman,W AA CH M AH N,6,1,0.16666666666666666,2.103803720955957
waterworks,W AO T ER W ER K S,8,1,0.125,1.380211241711606
watery,W AO T ER IY,5,0,0.0,1.568201724066995
waver,W EY V ER,4,0,0.0,1.3617278360175928
wax,W AE K S,4,1,0.25,2.6646419755561257
wearer,W EH R ER,4,0,0.0,1.4471580313422192
weatherman,W EH DH ER M AE N,7,0,0.0,2.03342375548695
weave,W IY V,3,0,0.0,2.0253058652647704
wedge,W EH JH,3,1,0.3333333333333333,2.0791812460476247
weeds,W IY D Z,4,1,0.25,2.0863598306747484
week,W IY K,3,0,0.0,4.085112113266837
weekday,W IY K D EY,5,0,0.0,1.3617278360175928
weekly,W IY K L IY,5,0,0.0,2.376576957056512
weird,W IH R D,4,0,0.0,3.712397131406715
welding,W EH L D IH NG,6,0,0.0,1.462397997898956
welsh,W EH L CH,4,1,0.25,1.7853298350107671
western,W EH S T ER N,6,1,0.16666666666666666,2.832508912706236
wharf,W AO R F,4,0,0.0,1.8195439355418688
whatnot,W AH T N AA T,6,0,0.0,2.0086001717619175
wheat,W IY T,3,0,0.0,2.4683473304121573
wheelbarrow,W IY L B EH R OW,7,0,0.0,1.505149978319906
whereabouts,W EH R AH B AW T S,8,1,0.125,2.515873843711679
whit,W IH T,3,0,0.0,2.0
whitefish,W AY T F IH SH,6,1,0.16666666666666666,1.414973347970818
whittle,W IH T AH L,5,0,0.0,1.3424226808222062
whopping,W AA P IH NG,5,0,0.0,1.505149978319906
wicker,W IH K ER,4,0,0.0,1.6901960800285136
wide,W AY D,3,0,0.0,3.084576277934331
widen,W AY D AH N,5,0,0.0,1.6334684555795864
widespread,W AY D S P R EH D,8,1,0.125,1.6812412373755872
width,W IH D TH,4,0,0.0,1.5563025007672873
will,W IH L,3,0,0.0,5.034656526460315
winger,W IH NG ER,4,0,0.0,1.4313637641589874
wingman,W IH NG M AH N,6,0,0.0,1.7634279935629373
winter,W IH N T ER,5,0,0.0,3.1264561134318045
wipe,W AY P,3,0,0.0,2.9355072658247128
wire,W AY ER,3,0,0.0,3.1473671077937864
wiring,W AY R IH NG,5,0,0.0,2.0755469613925306
wisp,W IH S P,4,1,0.25,1.3424226808222062
wobble,W AA B AH L,5,0,0.0,1.4913616938342726
wooden,W UH D AH N,5,0,0.0,2.5658478186735176
woodshed,W UH D SH EH D,6,1,0.16666666666666666,1.3617278360175928
woodsman,W UH D Z M AE N,7,1,0.14285714285714285,1.380211241711606
wool,W UH L,3,0,0.0,2.2095150145426308
woolen,W UH L AH N,5,0,0.0,1.4771212547196624
work,W ER K,3,0,0.0,4.60959440922522
workings,W ER K IH NG Z,6,1,0.16666666666666666,1.6334684555795864
workmanship,W ER K M AH N SH IH P,9,1,0.1111111111111111,1.462397997898956
workplace,W ER K P L EY S,7,1,0.14285714285714285,2.0969100130080562
worm,W ER M,3,0,0.0,2.7134905430939424
wrapper,R AE P ER,4,0,0.0,1.9344984512435677
wrench,R EH N CH,4,1,0.25,2.307496037913213
wrestling,R EH S L IH NG,6,1,0.16666666666666666,2.6503075231319366
wriggle,R IH G AH L,5,0,0.0,1.3424226808222062
wring,R IH NG,3,0,0.0,1.7993405494535817
wrist,R IH S T,4,1,0.25,2.722633922533812
writ,R IH T,3,0,0.0,1.9493900066449128
yarn,Y AA R N,4,0,0.0,1.9138138523837167
yearly,Y IH R L IY,5,0,0.0,1.662757831681574
yeast,Y IY S T,4,1,0.25,1.6532125137753437
yen,Y EH N,3,0,0.0,2.4955443375464483
yield,Y IY L D,4,0,0.0,2.315970345456918
yoke,Y OW K,3,0,0.0,1.3617278360175928
yolk,Y OW K,3,0,0.0,1.3424226808222062
zap,Z AE P,3,1,0.3333333333333333,2.100370545117563
