word,phones,n_phonemes,n_sibilants,sibilant_density,log_freq
locator,L OW K EY T ER,6,0,0.0,1.6901960800285136
lock,L AA K,3,0,0.0,3.4602963267574753
locker,L AA K ER,4,0,0.0,2.9116901587538613
locksmith,L AA K S M IH TH,7,1,0.14285714285714285,1.724275869600789
lode,L OW D,3,0,0.0,1.6232492903979006
log,L AO G,3,0,0.0,2.786041210242554
logistics,L AH JH IH S T IH K S,9,3,0.3333333333333333,1.568201724066995
longitude,L AA N JH AH T UW D,8,1,0.125,1.6334684555795864
longtime,L AO NG T AY M,6,0,0.0,1.4471580313422192
loom,L UW M,3,0,0.0,1.3424226808222062
loon,L UW N,3,0,0.0,1.863322860120456
loop,L UW P,3,0,0.0,2.5390760987927767
loopy,L UW P IY,4,0,0.0,1.5314789170422551
loose,L UW S,3,1,0.3333333333333333,3.3287872003545345
loosen,L UW S AH N,5,1,0.2,2.45178643552429
loudspeaker,L AW D S P IY K ER,8,1,0.125,1.6812412373755872
lox,L AA K S,4,1,0.25,1.6720978579357175
lube,L UW B,3,0,0.0,1.5563025007672873
lug,L AH G,3,0,0.0,2.123851640967086
luggage,L AH G AH JH,5,1,0.2,2.754348335711019
lukewarm,L UW K W AO R M,7,0,0.0,1.3979400086720377
lung,L AH NG,3,0,0.0,2.6242820958356683
lure,L UH R,3,0,0.0,2.3384564936046046
mach,M AA K,3,0,0.0,1.9822712330395684
machine,M AH SH IY N,5,1,0.2,3.5543680009900878
machinery,M AH SH IY N ER IY,7,1,0.14285714285714285,2.27415784926368
macho,M AA CH OW,4,1,0.25,2.2833012287035497
mackerel,M AE K ER AH L,6,0,0.0,2.037426497940624
macro,M AE K R OW,5,0,0.0,1.462397997898956
madam,M AE D AH M,5,0,0.0,3.351216345339342
magistrate,M AE JH AH S T R EY T,9,2,0.2222222222222222,1.8512583487190752
magnesium,M AE G N IY Z IY AH M,9,1,0.1111111111111111,1.6720978579357175
magnify,M AE G N AH F AY,7,0,0.0,1.4913616938342726
magpie,M AE G P AY,5,0,0.0,1.3979400086720377
maid,M EY D,3,0,0.0,3.0663259253620376
mailing,M EY L IH NG,5,0,0.0,1.8325089127062364
mailman,M EY L M AE N,6,0,0.0,2.1702617153949575
main,M EY N,3,0,0.0,3.3384564936046046
mainframe,M EY N F R EY M,7,0,0.0,2.0170333392987803
mainland,M EY N L AE N D,7,0,0.0,2.1903316981702914
mainstream,M EY N S T R IY M,8,1,0.125,1.806179973983887
majority,M AH JH AO R AH T IY,8,1,0.125,2.4183012913197452
makeup,M EY K AH P,5,0,0.0,2.8981764834976764
mallet,M AE L IH T,5,0,0.0,1.5563025007672873
man,M AE N,3,0,0.0,4.973746513389169
manage,M AE N AH JH,5,1,0.2,3.0398105541483504
manageable,M AE N IH JH AH B AH L,9,1,0.1111111111111111,1.5185139398778875
management,M AE N AH JH M AH N T,9,1,0.1111111111111111,2.7745169657285498
manager,M AE N AH JH ER,6,1,0.16666666666666666,3.30941722577814
managerial,M AE N IH JH IH R IY AH L,10,1,0.1,1.3424226808222062
mane,M EY N,3,0,0.0,1.4913616938342726
maneuver,M AH N UW V ER,6,0,0.0,2.1583624920952498
manger,M EY N JH ER,5,1,0.2,1.7160033436347992
manhole,M AE N HH OW L,6,0,0.0,1.591064607026499
manifest,M AE N AH F EH S T,8,1,0.125,2.2764618041732443
manifold,M AE N AH F OW L D,8,0,0.0,1.414973347970818
manned,M AE N D,4,0,0.0,1.8260748027008264
mannequin,M AE N AH K IH N,7,0,0.0,1.7993405494535817
mantel,M AE N T AH L,6,0,0.0,1.591064607026499
mantis,M AE N T IH S,6,1,0.16666666666666666,1.380211241711606
mantle,M AE N T AH L,6,0,0.0,2.0453229787866576
mantra,M AE N T R AH,6,0,0.0,1.6434526764861874
manual,M AE N Y UW AH L,7,0,0.0,2.611723308007342
manufacture,M AE N Y AH F AE K CH ER,10,1,0.1,2.0969100130080562
margarine,M AA R JH ER AH N,7,1,0.14285714285714285,1.5185139398778875
margin,M AA R JH AH N,6,1,0.16666666666666666,2.0043213737826426
marginal,M AA R JH AH N AH L,8,1,0.125,1.462397997898956
maritime,M EH R AH T AY M,7,0,0.0,1.5797835966168101
maroon,M ER UW N,4,0,0.0,1.792391689498254
marquis,M AA R K IY,5,0,0.0,2.161368002234975
marshal,M AA R SH AH L,6,1,0.16666666666666666,2.954724790979063
mart,M AA R T,4,0,0.0,1.9912260756924949
martial,M AA R SH AH L,6,1,0.16666666666666666,2.4727564493172123
mascot,M AE S K AH T,6,1,0.16666666666666666,1.9294189257142926
mash,M AE SH,3,1,0.3333333333333333,2.3521825181113627
mashed,M AE SH T,4,1,0.25,2.2764618041732443
mask,M AE S K,4,1,0.25,3.004751155591001
masked,M AE S K T,5,1,0.2,2.0827853703164503
mass,M AE S,3,1,0.3333333333333333,2.9449759084120477
mast,M AE S T,4,1,0.25,1.9242792860618816
mat,M AE T,3,0,0.0,2.2528530309798933
matador,M AE T AH D AO R,7,0,0.0,1.6127838567197355
matchbook,M AE CH B UH K,6,1,0.16666666666666666,1.7160033436347992
mathematical,M AE TH AH M AE T IH K AH L,11,0,0.0,1.9138138523837167
mathematician,M AE TH AH M AH T IH SH AH N,11,1,0.09090909090909091,1.6989700043360187
mathematics,M AE TH AH M AE T IH K S,10,1,0.1,2.1958996524092336
matron,M EY T R AH N,6,0,0.0,1.6127838567197355
maudlin,M AO D L IH N,6,0,0.0,1.3979400086720377
mausoleum,M AO S AH L IY AH M,8,1,0.125,1.6434526764861874
mauve,M AO V,3,0,0.0,1.4471580313422192
mayflower,M EY F L AW ER,6,0,0.0,1.8864907251724818
mayor,M EY ER,3,0,0.0,3.2030328870147105
measure,M EH ZH ER,4,1,0.25,2.7307822756663893
measurement,M EH ZH ER M AH N T,8,1,0.125,1.4471580313422192
meatloaf,M IY T L OW F,6,0,0.0,2.0791812460476247
mechanic,M AH K AE N IH K,7,0,0.0,2.413299764081252
mechanism,M EH K AH N IH Z AH M,9,1,0.1111111111111111,2.2810333672477277
med,M EH D,3,0,0.0,2.537819095073274
medial,M IY D IY AH L,6,0,0.0,1.3424226808222062
median,M IY D IY AH N,6,0,0.0,1.3222192947339193
mediation,M IY D IY EY SH AH N,8,1,0.125,1.3979400086720377
medic,M EH D IH K,5,0,0.0,2.4653828514484184
medical,M EH D AH K AH L,7,0,0.0,3.443262987458695
medium,M IY D IY AH M,6,0,0.0,2.5599066250361124
meek,M IY K,3,0,0.0,1.9493900066449128
meeting,M IY T IH NG,5,0,0.0,3.8294967497201826
membrane,M EH M B R EY N,7,0,0.0,1.7634279935629373
memo,M EH M OW,4,0,0.0,2.5289167002776547
memorandum,M EH M ER AE N D AH M,9,0,0.0,1.4471580313422192
mental,M EH N T AH L,6,0,0.0,3.0013009330204183
menthol,M EH N TH AO L,6,0,0.0,1.3617278360175928
mention,M EH N SH AH N,6,1,0.16666666666666666,3.4820155764507117
merchandise,M ER CH AH N D AY Z,8,2,0.25,2.3909351071033793
merchant,M ER CH AH N T,6,1,0.16666666666666666,2.167317334748176
mere,M IH R,3,0,0.0,2.60422605308447
merge,M ER JH,3,1,0.3333333333333333,1.8573324964312685
mesh,M EH SH,3,1,0.3333333333333333,1.5563025007672873
metabolism,M AH T AE B AH L IH Z AH M,11,1,0.09090909090909091,1.7481880270062005
metal,M EH T AH L,5,0,0.0,2.996949248495381
metallic,M AH T AE L IH K,7,0,0.0,1.8325089127062364
metamorphosis,M EH T AH M AO R F AH S AH S,12,2,0.16666666666666666,1.462397997898956
metaphysical,M EH T AH F IH Z IH K AH L,11,1,0.09090909090909091,1.6334684555795864
method,M EH TH AH D,5,0,0.0,2.6053050461411096
methodical,M AH TH AA D AH K AH L,9,0,0.0,1.4313637641589874
methodology,M EH TH AH D AA L AH JH IY,10,1,0.1,1.5314789170422551
metric,M EH T R IH K,6,0,0.0,1.414973347970818
mezzanine,M EH Z AH N IY N,7,1,0.14285714285714285,1.380211241711606
micro,M AY K R OW,5,0,0.0,1.4771212547196624
microphone,M AY K R AH F OW N,8,0,0.0,2.367355921026019
microscopic,M AY K R AH S K AA P IH K,11,1,0.09090909090909091,1.7708520116421442
microwave,M AY K R AH W EY V,8,0,0.0,2.3010299956639813
mid,M IH D,3,0,0.0,1.8129133566428555
midday,M IH D D EY,5,0,0.0,1.6334684555795864
middle,M IH D AH L,5,0,0.0,3.6580113966571126
midget,M IH JH AH T,5,1,0.2,2.3729120029701067
midlife,M IH D L AY F,6,0,0.0,1.5563025007672873
midline,M IH D L AY N,6,0,0.0,1.4771212547196624
midshipman,M IH D SH IH P M AH N,9,1,0.1111111111111111,1.5797835966168101
midst,M IH D S T,5,1,0.2,2.24551266781415
migrate,M AY G R EY T,6,0,0.0,1.3424226808222062
migration,M AY G R EY SH AH N,8,1,0.125,1.5314789170422551
mil,M IH L,3,0,0.0,2.167317334748176
mile,M AY L,3,0,0.0,3.030194785356751
milky,M IH L K IY,5,0,0.0,1.9822712330395684
mill,M IH L,3,0,0.0,2.6875289612146345
milligram,M IH L AH G R AE M,8,0,0.0,1.462397997898956
millimeter,M IH L AH M IY T ER,8,0,0.0,1.8512583487190752
millstone,M IH L S T OW N,7,1,0.14285714285714285,1.3222192947339193
mime,M AY M,3,0,0.0,1.7708520116421442
mimic,M IH M IH K,5,0,0.0,1.6127838567197355
mince,M IH N S,4,1,0.25,1.4471580313422192
miner,M AY N ER,4,0,0.0,1.8750612633917
mingle,M IH NG G AH L,6,0,0.0,2.1398790864012365
minibus,M IH N IY B AH S,7,1,0.14285714285714285,1.462397997898956
minimal,M IH N AH M AH L,7,0,0.0,2.0453229787866576
minimize,M IH N AH M AY Z,7,1,0.14285714285714285,1.7403626894942439
minimum,M IH N AH M AH M,7,0,0.0,2.6190933306267428
minister,M IH N AH S T ER,7,1,0.14285714285714285,2.9740509027928774
ministry,M IH N AH S T R IY,8,1,0.125,2.294466226161593
minor,M AY N ER,4,0,0.0,2.816241299991783
minority,M AY N AO R AH T IY,8,0,0.0,2.0569048513364727
minute,M IH N AH T,5,0,0.0,4.2844984108280455
miscellaneous,M IH S AH L EY N IY AH S,10,2,0.2,1.3617278360175928
missionary,M IH SH AH N EH R IY,8,1,0.125,2.041392685158225
missy,M IH S IY,4,1,0.25,2.617000341120899
misty,M IH S T IY,5,1,0.2,1.9084850188786497
miter,M AY T ER,4,0,0.0,1.414973347970818
mitigate,M IH T AH G EY T,7,0,0.0,1.3424226808222062
mitt,M IH T,3,0,0.0,1.8512583487190752
mixer,M IH K S ER,5,1,0.2,1.7481880270062005
mnemonic,N IH M AA N IH K,7,0,0.0,1.3979400086720377
moat,M OW T,3,0,0.0,1.7853298350107671
mode,M OW D,3,0,0.0,2.4216039268698313
modem,M OW D AH M,5,0,0.0,1.7481880270062005
moderation,M AA D ER EY SH AH N,8,1,0.125,1.5797835966168101
modicum,M AA D IH K AH M,7,0,0.0,1.3222192947339193
modification,M AA D AH F AH K EY SH AH N,11,1,0.09090909090909091,1.6434526764861874
modify,M AA D AH F AY,6,0,0.0,1.7075701760979363
module,M AA JH UW L,5,1,0.2,2.1367205671564067
mogul,M OW G AH L,5,0,0.0,1.6812412373755872
moisture,M OY S CH ER,5,2,0.4,1.7993405494535817
molecular,M AH L EH K Y AH L ER,9,0,0.0,2.130333768495006
molecule,M AA L AH K Y UW L,8,0,0.0,1.6127838567197355
molten,M OW L T AH N,6,0,0.0,1.7781512503836436
momentary,M OW M AH N T EH R IY,9,0,0.0,1.7558748556724915
monastery,M AA N AH S T EH R IY,9,1,0.1111111111111111,2.278753600952829
mongoose,M AA NG G UW S,6,1,0.16666666666666666,1.5314789170422551
monitor,M AA N AH T ER,6,0,0.0,2.8260748027008264
monk,M AH NG K,4,0,0.0,2.576341350205793
monogrammed,M AA N AH G R AE M D,9,0,0.0,1.4913616938342726
monolith,M AA N AH L IH TH,7,0,0.0,1.6434526764861874
monologue,M AA N AH L AO G,7,0,0.0,1.7708520116421442
monsieur,M AH S Y ER,5,1,0.2,3.200303182981585
monthly,M AH N TH L IY,6,0,0.0,2.184691430817599
moo,M UW,2,0,0.0,2.0293837776852097
moor,M UH R,3,0,0.0,2.0086001717619175
moot,M UW T,3,0,0.0,1.7853298350107671
mop,M AA P,3,0,0.0,2.326335860928751
moped,M OW P T,4,0,0.0,1.380211241711606
moray,M ER EY,3,0,0.0,1.380211241711606
mores,M AO R EY Z,5,1,0.2,1.6334684555795864
morsel,M AO R S AH L,6,1,0.16666666666666666,1.5185139398778875
motel,M OW T EH L,5,0,0.0,2.967547976218862
motif,M OW T IY F,5,0,0.0,1.5314789170422551
motley,M AA T L IY,5,0,0.0,1.4313637641589874
motorist,M OW T ER IH S T,7,1,0.14285714285714285,1.414973347970818
mound,M AW N D,4,0,0.0,1.8920946026904804
mount,M AW N T,4,0,0.0,2.776701183988411
mouse,M AW S,3,1,0.3333333333333333,2.9894498176666917
mousetrap,M AW S T R AE P,7,1,0.14285714285714285,1.4913616938342726
moustache,M AH S T AE SH,6,2,0.3333333333333333,2.287801729930226
mouthful,M AW TH F UH L,6,0,0.0,1.9395192526186185
mouthpiece,M AW TH P IY S,6,1,0.16666666666666666,1.6812412373755872
move,M UW V,3,0,0.0,4.3289094048711885
mover,M UW V ER,4,0,0.0,1.380211241711606
mow,M OW,2,0,0.0,2.0718820073061255
mower,M OW ER,3,0,0.0,1.8808135922807914
mud,M AH D,3,0,0.0,2.8790958795000727
muffled,M AH F AH L D,6,0,0.0,2.1986570869544226
mulch,M AH L CH,4,1,0.25,1.3617278360175928
multinational,M AH L T AY N AE SH AH N AH L,12,1,0.08333333333333333,1.5185139398778875
multiple,M AH L T AH P AH L,8,0,0.0,2.7331972651065692
multiply,M AH L T AH P L AY,8,0,0.0,2.0
multitude,M AH L T AH T UW D,8,0,0.0,1.4771212547196624
mum,M AH M,3,0,0.0,3.04493154614916
mummy,M AH M IY,4,0,0.0,2.699837725867246
municipal,M Y UW N IH S AH P AH L,10,1,0.1,1.9590413923210936
murmur,M ER M ER,4,0,0.0,1.6901960800285136
mushy,M AH SH IY,4,1,0.25,1.8920946026904804
musk,M AH S K,4,1,0.25,1.4471580313422192
must,M AH S T,4,1,0.25,4.552205695670721
mustard,M AH S T ER D,6,1,0.16666666666666666,2.5185139398778875
muster,M AH S T ER,5,1,0.2,1.8864907251724818
mutt,M AH T,3,0,0.0,2.307496037913213
nada,N AA D AH,4,0,0.0,2.1172712956557644
nail,N EY L,3,0,0.0,2.9786369483844743
nationwide,N EY SH AH N W AY D,8,1,0.125,1.8388490907372552
nautilus,N AO T AH L AH S,7,1,0.14285714285714285,1.6232492903979006
naval,N EY V AH L,5,0,0.0,2.4668676203541096
navel,N EY V AH L,5,0,0.0,1.806179973983887
navigate,N AE V AH G EY T,7,0,0.0,1.99563519459755
navigational,N AE V AH G EY SH AH N AH L,11,1,0.09090909090909091,1.6901960800285136
navigator,N AE V AH G EY T ER,8,0,0.0,2.1398790864012365
navy,N EY V IY,4,0,0.0,3.117602691690084
nearsighted,N IY R S AY T IH D,8,1,0.125,1.4471580313422192
necessary,N EH S AH S EH R IY,8,2,0.25,3.3703280077795106
neck,N EH K,3,0,0.0,3.4823017672234426
necktie,N EH K T AY,5,0,0.0,1.792391689498254
need,N IY D,3,0,0.0,4.819813640774793
negotiator,N AH G OW SH IY EY T ER,9,1,0.1111111111111111,1.8325089127062364
nerd,N ER D,3,0,0.0,2.2278867046136734
nerdy,N ER D IY,4,0,0.0,1.3979400086720377
net,N EH T,3,0,0.0,2.8998205024270964
nether,N EH DH ER,4,0,0.0,1.3222192947339193
network,N EH T W ER K,6,0,0.0,2.926342446625655
neurologist,N UH R AA L AH JH AH S T,10,2,0.2,1.7160033436347992
neutral,N UW T R AH L,6,0,0.0,2.3344537511509307
neutralize,N UW T R AH L AY Z,8,1,0.125,1.7993405494535817
newscaster,N UW Z K AE S T ER,8,2,0.25,1.4771212547196624
newsletter,N UW Z L EH T ER,7,1,0.14285714285714285,1.6434526764861874
newspaper,N UW Z P EY P ER,7,1,0.14285714285714285,3.0824263008607717
newsroom,N UW Z R UW M,6,1,0.16666666666666666,1.6020599913279623
newt,N UW T,3,0,0.0,1.8388490907372552
nightly,N AY T L IY,5,0,0.0,1.8512583487190752
nincompoop,N IH NG K AH M P UW P,9,0,0.0,1.6334684555795864
nine,N AY N,3,0,0.0,3.5368108659915416
ninety,N AY N T IY,5,0,0.0,2.155336037465062
nip,N IH P,3,0,0.0,2.220108088040055
nipper,N IH P ER,4,0,0.0,1.4771212547196624
nitrate,N AY T R EY T,6,0,0.0,1.7481880270062005
nocturnal,N AA K T ER N AH L,8,0,0.0,1.7993405494535817
nod,N AA D,3,0,0.0,2.3096301674258988
node,N OW D,3,0,0.0,1.414973347970818
noir,N OY R,3,0,0.0,1.6232492903979006
nomad,N OW M AE D,5,0,0.0,1.4471580313422192
nominal,N AA M AH N AH L,7,0,0.0,1.591064607026499
nominee,N AA M AH N IY,6,0,0.0,1.6127838567197355
nonchalant,N AA N SH AH L AA N T,9,1,0.1111111111111111,1.3010299956639813
noon,N UW N,3,0,0.0,2.9661417327390325
normalcy,N AO R M AH L S IY,8,1,0.125,1.3222192947339193
northeast,N AO R TH IY S T,7,1,0.14285714285714285,2.2174839442139063
northwestern,N AO R TH W EH S T ER N,10,1,0.1,1.919078092376074
nose,N OW Z,3,1,0.3333333333333333,3.5512059437479064
notary,N OW T ER IY,5,0,0.0,1.5563025007672873
notch,N AA CH,3,1,0.3333333333333333,2.2329961103921536
notify,N OW T AH F AY,6,0,0.0,2.5658478186735176
noun,N AW N,3,0,0.0,1.4471580313422192
novice,N AA V AH S,5,1,0.2,1.6232492903979006
numerical,N UW M EH R AH K AH L,9,0,0.0,1.3222192947339193
numerous,N UW M ER AH S,6,1,0.16666666666666666,2.2648178230095364
nut,N AH T,3,0,0.0,2.9020028913507296
nutshell,N AH T SH EH L,6,1,0.16666666666666666,1.6901960800285136
nylon,N AY L AA N,5,0,0.0,1.845098040014257
oar,AO R,2,0,0.0,1.6334684555795864
oatmeal,OW T M IY L,5,0,0.0,2.230448921378274
obedience,OW B IY D IY AH N S,8,1,0.125,1.9444826721501687
obey,OW B EY,3,0,0.0,2.6599162000698504
oblige,AH B L AY JH,5,1,0.2,2.0569048513364727
oblique,AH B L IY K,5,0,0.0,1.380211241711606
oblivious,AH B L IH V IY AH S,8,1,0.125,1.7403626894942439
obscure,AH B S K Y UH R,7,1,0.14285714285714285,2.123851640967086
obscurity,AH B S K Y UH R AH T IY,10,1,0.1,1.4471580313422192
observe,AH B Z ER V,5,1,0.2,2.6989700043360187
obsessed,AH B S EH S T,6,2,0.3333333333333333,2.7218106152125467
obtain,AH B T EY N,5,0,0.0,2.2810333672477277
obvious,AA B V IY AH S,6,1,0.16666666666666666,3.17868923977559
occasional,AH K EY ZH AH N AH L,8,1,0.125,2.3010299956639813
occupant,AA K Y AH P AH N T,8,0,0.0,1.6232492903979006
occupation,AA K Y AH P EY SH AH N,9,1,0.1111111111111111,2.3242824552976926
occupy,AA K Y AH P AY,6,0,0.0,2.103803720955957
occurrence,AH K ER AH N S,6,1,0.16666666666666666,1.7853298350107671
odd,AA D,2,0,0.0,3.088844562727004
odds,AA D Z,3,1,0.3333333333333333,2.9872192299080047
office,AO F AH S,4,1,0.25,4.017033339298781
officer,AO F AH S ER,5,1,0.2,3.7214808547700495
offset,AO F S EH T,5,1,0.2,1.4771212547196624
offshore,AO F SH AO R,5,1,0.2,2.0644579892269186
ointment,OY N T M AH N T,7,0,0.0,1.9242792860618816
olden,OW L D AH N,5,0,0.0,1.7403626894942439
oldie,OW L D IY,4,0,0.0,1.380211241711606
omission,OW M IH SH AH N,6,1,0.16666666666666666,1.3222192947339193
onboard,AA N B AO R D,6,0,0.0,2.383815365980431
oncoming,AO N K AH M IH NG,7,0,0.0,1.3617278360175928
ongoing,AA N G OW IH NG,6,0,0.0,2.0492180226701815
onstage,AA N S T EY JH,6,2,0.3333333333333333,2.0211892990699383
op,AA P,2,0,0.0,2.2764618041732443
operator,AA P ER EY T ER,6,0,0.0,2.92272545799326
opposite,AA P AH Z AH T,6,1,0.16666666666666666,2.8898617212581885
ops,AA P S,3,1,0.3333333333333333,2.3324384599156054
opt,AA P T,3,0,0.0,1.3222192947339193
optical,AA P T IH K AH L,7,0,0.0,1.7558748556724915
oral,AO R AH L,4,0,0.0,2.3443922736851106
orb,AO R B,3,0,0.0,2.1492191126553797
orbital,AO R B AH T AH L,7,0,0.0,1.8129133566428555
ordinance,AO R D AH N AH N S,8,1,0.125,1.9395192526186185
ordinary,AO R D AH N EH R IY,8,0,0.0,2.9885589568786157
ordnance,AO R D N AH N S,7,1,0.14285714285714285,1.6812412373755872
organ,AO R G AH N,5,0,0.0,2.569373909615046
origin,AO R AH JH AH N,6,1,0.16666666666666666,2.357934847000454
ostrich,AO S T R IH CH,6,2,0.3333333333333333,1.6901960800285136
other,AH DH ER,3,0,0.0,4.574100749286447
ought,AO T,2,0,0.0,3.6147917919564176
outback,AW T B AE K,5,0,0.0,1.6812412373755872
outboard,AW T B AO R D,6,0,0.0,1.462397997898956
outer,AW T ER,3,0,0.0,2.6665179805548807
outlet,AW T L EH T,5,0,0.0,2.012837224705172
outline,AW T L AY N,5,0,0.0,2.0211892990699383
outpost,AW T P OW S T,6,1,0.16666666666666666,1.8325089127062364
output,AW T P UH T,5,0,0.0,1.8573324964312685
outreach,AW T R IY CH,5,1,0.2,1.3979400086720377
outskirts,AW T S K ER T S,7,2,0.2857142857142857,1.591064607026499
outstretched,AW T S T R EH CH T,8,2,0.25,1.3222192947339193
outwit,AW T W IH T,5,0,0.0,1.4913616938342726
oval,OW V AH L,4,0,0.0,1.845098040014257
ovary,OW V ER IY,4,0,0.0,1.4313637641589874
overall,OW V ER AO L,5,0,0.0,2.2174839442139063
overcoat,OW V ER K OW T,6,0,0.0,1.8750612633917
overestimate,OW V ER EH S T AH M EY T,10,1,0.1,1.380211241711606
overflow,OW V ER F L OW,6,0,0.0,1.6989700043360187
overhaul,OW V ER HH AO L,6,0,0.0,1.3979400086720377
overlapping,OW V ER L AE P IH NG,8,0,0.0,1.6720978579357175
overlay,OW V ER L EY,5,0,0.0,1.505149978319906
overpass,OW V ER P AE S,6,1,0.16666666666666666,1.414973347970818
overture,OW V ER CH ER,5,1,0.2,1.8260748027008264
overview,OW V ER V Y UW,6,0,0.0,1.3617278360175928
ox,AA K S,3,1,0.3333333333333333,2.5998830720736876
oyster,OY S T ER,4,1,0.25,2.1958996524092336
ozone,OW Z OW N,4,1,0.25,2.041392685158225
pace,P EY S,3,1,0.3333333333333333,2.6893088591236203
pacemaker,P EY S M EY K ER,7,1,0.14285714285714285,1.591064607026499
pacifist,P AE S IH F IH S T,8,2,0.25,1.5563025007672873
packaging,P AE K IH JH IH NG,7,1,0.14285714285714285,1.6434526764861874
packer,P AE K ER,4,0,0.0,1.3617278360175928
packet,P AE K AH T,5,0,0.0,2.110589710299249
pact,P AE K T,4,0,0.0,2.285557309007774
pad,P AE D,3,0,0.0,2.6190933306267428
padded,P AE D AH D,5,0,0.0,1.7481880270062005
padding,P AE D IH NG,5,0,0.0,1.6989700043360187
paddle,P AE D AH L,5,0,0.0,2.2833012287035497
padlock,P AE D L AA K,6,0,0.0,1.5563025007672873
pageant,P AE JH AH N T,6,1,0.16666666666666666,2.3891660843645326
pail,P EY L,3,0,0.0,1.6901960800285136
painkiller,P EY N K IH L ER,7,0,0.0,1.4471580313422192
palette,P AE L AH T,5,0,0.0,1.4771212547196624
pallet,P AE L AH T,5,0,0.0,1.3424226808222062
pan,P AE N,3,0,0.0,2.797959643737196
pane,P EY N,3,0,0.0,1.3979400086720377
panel,P AE N AH L,5,0,0.0,2.571708831808688
pant,P AE N T,4,0,0.0,1.6989700043360187
pantry,P AE N T R IY,6,0,0.0,1.954242509439325
pantyhose,P AE N T IY HH OW Z,8,1,0.125,1.9444826721501687
pap,P AE P,3,0,0.0,1.8260748027008264
paper,P EY P ER,4,0,0.0,3.7219754015859534
paperboy,P EY P ER B AO Y,7,0,0.0,1.3617278360175928
paperweight,P EY P ER W EY T,7,0,0.0,1.3424226808222062
par,P AA R,3,0,0.0,2.404833716619938
paraffin,P EH R AH F AH N,7,0,0.0,1.3617278360175928
paragraph,P AE R AH G R AE F,8,0,0.0,2.161368002234975
paralegal,P EH R AH L IY G AH L,9,0,0.0,1.7075701760979363
parallel,P EH R AH L EH L,7,0,0.0,2.3521825181113627
parcel,P AA R S AH L,6,1,0.16666666666666666,1.8573324964312685
parchment,P AA R CH M AH N T,8,1,0.125,1.6020599913279623
pardon,P AA R D AH N,6,0,0.0,3.5182506513085
parking,P AA R K IH NG,6,0,0.0,3.1398790864012365
parlay,P AA R L EY,5,0,0.0,1.5440680443502757
parliament,P AA R L AH M AH N T,9,0,0.0,2.060697840353612
part,P AA R T,4,0,0.0,4.125090713082634
partial,P AA R SH AH L,6,1,0.16666666666666666,2.3944516808262164
participant,P AA R T IH S AH P AH N T,11,1,0.09090909090909091,1.4913616938342726
participate,P AA R T IH S AH P EY T,10,1,0.1,2.3521825181113627
particular,P ER T IH K Y AH L ER,9,0,0.0,3.1535099893008374
passenger,P AE S AH N JH ER,7,2,0.2857142857142857,2.7403626894942437
passive,P AE S IH V,5,1,0.2,2.0492180226701815
password,P AE S W ER D,6,1,0.16666666666666666,2.61066016308988
paste,P EY S T,4,1,0.25,1.9444826721501687
pastor,P AE S T ER,5,1,0.2,2.342422680822206
patch,P AE CH,3,1,0.3333333333333333,2.9489017609702137
patent,P AE T AH N T,6,0,0.0,2.103803720955957
patented,P AE T AH N T AH D,8,0,0.0,1.6232492903979006
pavement,P EY V M AH N T,7,0,0.0,2.0170333392987803
paw,P AO,2,0,0.0,2.2041199826559246
pawnshop,P AO N SH AA P,6,1,0.16666666666666666,1.6232492903979006
payment,P EY M AH N T,6,0,0.0,2.7315887651867388
peasant,P EH Z AH N T,6,1,0.16666666666666666,2.3138672203691533
peculiar,P AH K Y UW L Y ER,8,0,0.0,2.586587304671755
pedal,P EH D AH L,5,0,0.0,2.0211892990699383
peddle,P EH D AH L,5,0,0.0,1.7403626894942439
pedestrian,P AH D EH S T R IY AH N,10,1,0.1,1.8573324964312685
pediatrics,P IY D IY AE T R IH K S,10,1,0.1,1.4471580313422192
pee,P IY,2,0,0.0,2.966610986681934
peek,P IY K,3,0,0.0,2.436162647040756
peel,P IY L,3,0,0.0,2.437750562820388
pellet,P EH L AH T,5,0,0.0,1.8325089127062364
pelvic,P EH L V IH K,6,0,0.0,1.8976270912904414
pelvis,P EH L V AH S,6,1,0.16666666666666666,2.0170333392987803
penance,P EH N AH N S,6,1,0.16666666666666666,1.8692317197309762
pendulum,P EH N JH AH L AH M,8,1,0.125,1.4471580313422192
penitent,P EH N IH T IH N T,8,0,0.0,1.4471580313422192
pennant,P EH N AH N T,6,0,0.0,1.591064607026499
peptide,P EH P T AY D,6,0,0.0,1.3617278360175928
percentage,P ER S EH N T AH JH,8,2,0.25,2.285557309007774
perch,P ER CH,3,1,0.3333333333333333,1.7075701760979363
perilous,P EH R AH L AH S,7,1,0.14285714285714285,1.6127838567197355
perimeter,P ER IH M AH T ER,7,0,0.0,2.6646419755561257
periodic,P IH R IY AA D IH K,8,0,0.0,1.3424226808222062
peripheral,P ER IH F ER AH L,7,0,0.0,1.6989700043360187
periscope,P EH R AH S K OW P,8,1,0.125,1.8512583487190752
permanent,P ER M AH N AH N T,8,0,0.0,2.792391689498254
permissible,P ER M IH S AH B AH L,9,1,0.1111111111111111,1.380211241711606
permission,P ER M IH SH AH N,7,1,0.14285714285714285,3.2008504980910772
permit,P ER M IH T,5,0,0.0,2.790988475088816
